gene_id	chrom	start	end	number_of_cds	gene_name	name_alias
FBgn0032914	2L	21091227	21094864	3	CG14397	
FBgn0284251	2L	21094966	21102429	7	l(2)05287	FBgn0010593;FBgn0032915;CG12050
FBgn0083972	2L	21096922	21098932	2	CG34136	
FBgn0032916	2L	21102743	21104321	1	CG9257	
FBgn0040297	2L	21104568	21134255	141	Nhe2	FBgn0032917;FBgn0032918;NHE2;DmNHE2;CG9255;CG9256;Nhe2;nhe2;Dnhe2;DNhe2
FBgn0284223	2L	21104568	21132909	1	CG46307	Nhe2-5'utr
FBgn0023388	2L	21134439	21142347	25	Dap160	dap160;CG1099;Dap160/intersectin;DAP160;DAP-160;p160;Intersectin;noncoding_4110;intersectin;Dynamin-associated protein 160 kDa;dynamin associated protein 160
FBgn0032919	2L	21143229	21145146	3	CG9253	FBgn0025331;DmRH24;cg9253;anon-EST:GressD10
FBgn0086251	2L	21145137	21148546	5	del	FBgn0032920;FBgn0000429;CG9252;deadlock;Del;Deadlock
FBgn0024371	2L	21154293	21156749	10	E2f2	dE2F2;dE2f2;de2f2;E2F2;E2F;dE2F-2;CG1071;e2f2;E2f
FBgn0032921	2L	21156288	21157685	2	Mpp6	FBgn0021817;FBgn0063007;MPP6;dMPP6;l(2)k16403;CG9250;BcDNA:RE45276;Mpps;mpp6
FBgn0032922	2L	21157433	21158611	7	Coq3	CG9249;Coq3
FBgn0032923	2L	21158847	21160903	5	CG9248	
FBgn0032924	2L	21160636	21163083	3	Nbr	CG9247;nbr;nibbler
FBgn0032925	2L	21163641	21166090	2	CG9246	
FBgn0263050	2L	21166046	21168581	4	CG43345	FBgn0032926;CG9243;FBan0009243;CG9243
FBgn0263051	2L	21166046	21168581	3	CG43346	FBgn0032926;CG9243;FBan0009243;CG9243
FBgn0010100	2L	21168570	21173185	14	mAcon1	FBgn0010634;FBgn0032927;FBgn0043824;ACON-1;m-Aconitase;m-acon;i204;i59;CG9244;mitochondrial aconitase;mAc;AconM;aconitase;BEST:GH10550;l(2)07054;M-Acon;Acon;mAcon;Aconitase;ACONITASE;hsp60;mACON;m-Acon;acon;m-aconitase
FBgn0051627	2L	21173222	21174179	2	CG31627	FBgn0045399;NEST:bs05g10
FBgn0000239	2L	21174182	21179683	10	bur	FBgn0010666;FBgn0032928;FBgn0062173;FBgn0062180;GMPS;CG9242;l(2)10523;P174;Enhancer of GMR-sina 2-2;ES2-2;gua2;anon-WO0118547.204;anon-WO0118547.193;GMP synthetase;Gmps;GMP-synthetase;Bur
FBgn0032929	2L	21179933	21182812	2	Mcm10	FBgn0044408;Sensitized chromosome inheritance modifier 19;CG9241;DmMCM10;Scim19;mcm10;MCM10;dMcm10
FBgn0011829	2L	21182446	21198762	13	Ret	FBgn0022789;FBgn0032930;FBgn0032931;MEN2;dRet;dRET;RET;Dret;CG14396;CG1061;ret;D-ret;DmHD-59;DRET;Reto;HD-59;DRet;DmRet;dret
FBgn0051624	2L	21199045	21200375	3	CG31624	FBgn0032932;CG17401;Tes88
FBgn0051988	2L	21201493	21202802	2	CG31988	FBgn0032932;FBgn0044608;CG17401;bs21c01.y1;anon-WO0140519.26
FBgn0026255	2L	21206493	21211818	20	clumsy	FBgn0032933;CG8681;GluR39B;CT9037;Clumsy;Dmelclumsy
FBgn0032935	2L	21212322	21220572	5	Atg18b	l(2)k09410;CG8678;Atg18;Atg18-like;Atg18b;ATG18.2;Autophagy-specific gene 18b;ATG18
FBgn0032934	2L	21216004	21218544	1	CG8679	dLEM3
FBgn0026577	2L	21221312	21232059	9	CG8677	FBgn0032936;FBgn0046270;LD14959;BEST:LD14959;BEST:LD19244;HBXAP ortholog;dRsf-1;Remodeling and spacing factor;rsf-1
FBgn0051626	2L	21232495	21236733	3	CG31626	FBgn0063685;BcDNA:RE20756
FBgn0261239	2L	21237250	21259675	13	Hr39	FBgn0010229;FBgn0014175;FBgn0013458;FBgn0026243;DHR39;HR39;CG8676;i70;EP(2)2490;DHR30;FTZ-F1B;DHR39/Ftz-F1beta;NR5B1;dFTZ-F1beta;ftz-F1beta;ftz-f1beta;FTZ-F1beta;betaFTZ-E1;fs(2)neo8;fs(2)04443;hormone receptor-like in 39;NR5A-class nuclear hormone receptor;hormone receptor like in 39;HR39C;Hr-39
FBgn0021856	2L	21261168	21262411	5	l(2)k14505	FBgn0032937;CG8674
FBgn0032938	2L	21262956	21282790	28	CG8671	FBgn0062186;anon-WO0118547.182
FBgn0032940	2L	21286078	21310050	31	Mondo	FBgn0041170;154826_at;CG18362;dmondo;anon-39Da;Mondo;bHLHd12;WBSCR14-related;Mio;mio;Mlx interactor;ChREBP;mlx;mondo
FBgn0264556	2L	21290734	21297686	7	Gr39a	FBgn0041244;FBgn0051622;FBgn0022191;Gr39a.d;Gr39a.a;Gr39a.b;Gr39aD;Gr39aC;Gr39aB;Gr39aA;Gr39a.c;Gr39D2d;Gr39D2c;Gr39D2b;Gr39D2a;39D2d;39D2c;39D2b;39D2a;Gr39D2A;Gustatory receptor 39D.2;39D.2d;39D.2c;39D.2b;39D.2a;39D.2;CG31622;GR39D.2;gene Y;lethal (2) k05106;l(2)k05106;GR39a
FBgn0000370	2L	21310866	21319527	13	crc	FBgn0020511;FBgn0032941;CG8669-RA;CG8669-PA;CG8669-RB;CG8669-PB;FBtr0081512;FBpp0081040;FBtr0081513;FBpp0081041;CG8669;dATF-4;ATF-4;929;l(2)crc;ATF4/crc;Ire1;Atf4;ATF4;Cryptocephal;dATF4;DM6;Crc;dAtf4;atf4
FBgn0284230	2L	21314360	21319527	1	CG46314	crc-5'utr
FBgn0023091	2L	21331756	21342155	4	dimm	FBgn0032942;c929;Dimmed;Dimm;CG8667;Mist 1-related;Mistr;DIMMED;DIMM;bHLHa16;dim
FBgn0032943	2L	21344607	21358271	3	Tsp39D	CG8666;Dm.Tsp39D
FBgn0023090	2L	21361216	21367288	5	dtr	FBgn0051623;CG31623;Dtr
FBgn0041245	2L	21367908	21369706	3	Gr39b	FBgn0051620;Gr39D1;39D1;Gustatory receptor 39D.1;39D.1;CG31620;GR39D.1;GR39b
FBgn0032945	2L	21371227	21377995	3	CG8665	
FBgn0032946	2L	21380000	21393319	17	nrv3	CG8663;JYbeta1;Nervana 3;Nrv3;Na,K-ATPase beta-subunit;nervana3
FBgn0053801	2L	21416953	21417975	1	His1:CG33801	CG33801
FBgn0053910	2L	21418112	21418706	1	His2B:CG33910	CG33910
FBgn0053909	2L	21419531	21419943	1	His4:CG33909	CG33909
FBgn0053803	2L	21420129	21420657	1	His3:CG33803	CG33803
FBgn0051617	2L	21421855	21422877	1	His1:CG31617	CG31617;his1
FBgn0061209	2L	21423014	21423608	1	His2B:CG17949	CG17949
FBgn0051618	2L	21423737	21424229	1	His2A:CG31618	FBgn0045839;CG31618;BEST:CK01438
FBgn0051611	2L	21424593	21425005	1	His4:CG31611	CG31611
FBgn0051613	2L	21425193	21425721	1	His3:CG31613	CG31613;His3
FBgn0053804	2L	21426916	21427938	1	His1:CG33804	CG33804
FBgn0053908	2L	21428075	21428669	1	His2B:CG33908	CG33908
FBgn0053907	2L	21429655	21430066	1	His4:CG33907	CG33907
FBgn0053806	2L	21430255	21430783	1	His3:CG33806	CG33806
FBgn0053807	2L	21431963	21432985	1	His1:CG33807	CG33807
FBgn0053906	2L	21433122	21433716	1	His2B:CG33906	CG33906
FBgn0053808	2L	21433862	21434337	1	His2A:CG33808	CG33808
FBgn0053905	2L	21434703	21435115	1	His4:CG33905	CG33905
FBgn0053809	2L	21435299	21435827	1	His3:CG33809	CG33809
FBgn0053810	2L	21437011	21438033	1	His1:CG33810	CG33810
FBgn0053904	2L	21438170	21438764	1	His2B:CG33904	CG33904
FBgn0053903	2L	21439589	21440001	1	His4:CG33903	CG33903
FBgn0053812	2L	21440187	21440715	1	His3:CG33812	CG33812
FBgn0053813	2L	21451052	21452074	1	His1:CG33813	CG33813
FBgn0053902	2L	21452211	21452805	1	His2B:CG33902	CG33902
FBgn0053814	2L	21452934	21453426	1	His2A:CG33814	CG33814
FBgn0053901	2L	21453790	21454202	1	His4:CG33901	CG33901
FBgn0053815	2L	21454388	21454916	1	His3:CG33815	CG33815
FBgn0053816	2L	21456113	21457135	1	His1:CG33816	CG33816
FBgn0053900	2L	21457272	21457866	1	His2B:CG33900	CG33900
FBgn0053817	2L	21457995	21458487	1	His2A:CG33817	CG33817
FBgn0053899	2L	21458853	21459265	1	His4:CG33899	CG33899
FBgn0053818	2L	21459447	21459975	1	His3:CG33818	CG33818
FBgn0053819	2L	21461173	21462195	1	His1:CG33819	CG33819
FBgn0053898	2L	21462332	21462926	1	His2B:CG33898	CG33898
FBgn0053820	2L	21463055	21463547	1	His2A:CG33820	CG33820
FBgn0053897	2L	21463913	21464325	1	His4:CG33897	CG33897
FBgn0053821	2L	21464507	21465035	1	His3:CG33821	CG33821
FBgn0053822	2L	21466216	21467238	1	His1:CG33822	CG33822
FBgn0053896	2L	21467375	21467969	1	His2B:CG33896	CG33896
FBgn0053823	2L	21468098	21468590	1	His2A:CG33823	CG33823
FBgn0053895	2L	21468956	21469368	1	His4:CG33895	CG33895
FBgn0053824	2L	21469550	21470078	1	His3:CG33824	CG33824
FBgn0053825	2L	21471259	21472281	1	His1:CG33825	CG33825
FBgn0053894	2L	21472418	21473012	1	His2B:CG33894	CG33894
FBgn0053826	2L	21473141	21473633	1	His2A:CG33826	CG33826
FBgn0053893	2L	21473999	21474411	1	His4:CG33893	CG33893
FBgn0053827	2L	21474593	21475121	1	His3:CG33827	CG33827
FBgn0053828	2L	21476302	21477324	1	His1:CG33828	CG33828
FBgn0053892	2L	21477461	21478055	1	His2B:CG33892	CG33892;His2b:CG33892
FBgn0053829	2L	21478184	21478676	1	His2A:CG33829	CG33829
FBgn0053891	2L	21479042	21479454	1	His4:CG33891	CG33891
FBgn0053830	2L	21479636	21480164	1	His3:CG33830	CG33830
FBgn0053831	2L	21481345	21482367	1	His1:CG33831	CG33831
FBgn0053890	2L	21482504	21483098	1	His2B:CG33890	CG33890
FBgn0053832	2L	21483227	21483719	1	His2A:CG33832	CG33832
FBgn0053889	2L	21484085	21484497	1	His4:CG33889	CG33889
FBgn0053833	2L	21484681	21485209	1	His3:CG33833	CG33833
FBgn0053834	2L	21486496	21487518	1	His1:CG33834	CG33834
FBgn0053888	2L	21487655	21488249	1	His2B:CG33888	CG33888
FBgn0053835	2L	21488378	21488870	1	His2A:CG33835	CG33835
FBgn0053887	2L	21489234	21489646	1	His4:CG33887	CG33887
FBgn0053836	2L	21489830	21490358	1	His3:CG33836	CG33836
FBgn0053837	2L	21491541	21492563	1	His1:CG33837	CG33837
FBgn0053886	2L	21492700	21493294	1	His2B:CG33886	CG33886
FBgn0053838	2L	21493423	21493915	1	His2A:CG33838	CG33838
FBgn0053885	2L	21494279	21494691	1	His4:CG33885	CG33885
FBgn0053839	2L	21494875	21495403	1	His3:CG33839	CG33839
FBgn0053840	2L	21496586	21497608	1	His1:CG33840	CG33840
FBgn0053884	2L	21497745	21498339	1	His2B:CG33884	CG33884
FBgn0053841	2L	21498468	21498960	1	His2A:CG33841	CG33841
FBgn0053883	2L	21499324	21499736	1	His4:CG33883	CG33883
FBgn0053842	2L	21499920	21500448	1	His3:CG33842	CG33842
FBgn0053843	2L	21501633	21502655	1	His1:CG33843	CG33843
FBgn0053882	2L	21502798	21503392	1	His2B:CG33882	CG33882
FBgn0053844	2L	21503521	21504013	1	His2A:CG33844	CG33844
FBgn0053881	2L	21504377	21504789	1	His4:CG33881	CG33881
FBgn0053845	2L	21504973	21505501	1	His3:CG33845	CG33845
FBgn0053846	2L	21506684	21507706	1	His1:CG33846	CG33846
FBgn0053880	2L	21507843	21508437	1	His2B:CG33880	CG33880
FBgn0053847	2L	21508566	21509058	1	His2A:CG33847	CG33847
FBgn0053879	2L	21509422	21509834	1	His4:CG33879	CG33879
FBgn0053848	2L	21510018	21510546	1	His3:CG33848	CG33848
FBgn0053849	2L	21511728	21512750	1	His1:CG33849	CG33849
FBgn0053878	2L	21512887	21513481	1	His2B:CG33878	CG33878
FBgn0053850	2L	21513610	21514102	1	His2A:CG33850	CG33850
FBgn0053877	2L	21514466	21514878	1	His4:CG33877	CG33877
FBgn0053851	2L	21515062	21515590	1	His3:CG33851	CG33851
FBgn0053852	2L	21516773	21517795	1	His1:CG33852	CG33852
FBgn0053876	2L	21517932	21518526	1	His2B:CG33876	CG33876
FBgn0053853	2L	21518655	21519147	1	His2A:CG33853	CG33853
FBgn0053875	2L	21519556	21520083	1	His4:CG33875	CG33875
FBgn0053854	2L	21520109	21520637	1	His3:CG33854	CG33854
FBgn0053855	2L	21521616	21522638	1	His1:CG33855	CG33855
FBgn0053874	2L	21522775	21523369	1	His2B:CG33874	CG33874
FBgn0053856	2L	21523498	21523990	1	His2A:CG33856	CG33856
FBgn0053873	2L	21524399	21524926	1	His4:CG33873	CG33873
FBgn0053857	2L	21524952	21525480	1	His3:CG33857	CG33857
FBgn0053858	2L	21526459	21527481	1	His1:CG33858	CG33858
FBgn0053872	2L	21527618	21528212	1	His2B:CG33872	CG33872
FBgn0053859	2L	21528341	21528833	1	His2A:CG33859	CG33859
FBgn0053871	2L	21529242	21529769	1	His4:CG33871	CG33871
FBgn0053860	2L	21529795	21530323	1	His3:CG33860	CG33860
FBgn0053861	2L	21531302	21532324	1	His1:CG33861	CG33861
FBgn0053870	2L	21532461	21533055	1	His2B:CG33870	CG33870
FBgn0053862	2L	21533184	21533676	1	His2A:CG33862	CG33862
FBgn0053869	2L	21534085	21534610	1	His4:CG33869	CG33869
FBgn0053863	2L	21534636	21535164	1	His3:CG33863	CG33863
FBgn0053864	2L	21536346	21537368	1	His1:CG33864	CG33864
FBgn0053868	2L	21537505	21538099	1	His2B:CG33868	CG33868
FBgn0053865	2L	21538228	21538720	1	His2A:CG33865	CG33865
FBgn0053866	2L	21541153	21541681	1	His3:CG33866	CG33866;His3
FBgn0032949	2L	21573389	21577103	4	Lamp1	CG3305;LAMP1;Lamp;Lamp-1;lamp1;dLAMP;lysosome-associated membrane protein;lysosomal-associated membrane protein 1;dLamp;LAMP
FBgn0016919	2L	21578292	21589423	15	nompB	FBgn0032950;FBgn0032951;FBgn0032952;FBgn0032953;146590_s_at;CG12548;osm-5;CG14465;nomp;CG4137;CG15190;IFT88;NOMPB;Tg737;OSM-5;NompB
FBgn0032955	2L	21614232	21624080	37	CG2201	CG2201-RA;CG2201-PA;CG2201-RC;CG2201-PC;CG2201-RB;CG2201-PB;FBtr0085921;FBpp0085275;FBtr0085922;FBpp0085276;FBtr0085923;FBpp0085277
FBgn0022893	2L	21626309	21629932	7	Df31	CG2207-RA;CG2207-PA;CG2207-RB;CG2207-PB;CG2207-RD;CG2207-RE;CG2207-RF;FBgn0015041;FBgn0022155;FBgn0022348;FBgn0025987;FBgn0026586;FBgn0027759;FBgn0045899;FBtr0085919;FBtr0085920;FBpp0085274;anon-EST:Posey126;CG2207;anon1A4;DF 31;LD04967;clone 1.46;DF31;anon-fast-evolving-1A4;l(2)k05815;anon-EST:fe1A4;BEST:LD04967;anon-EST:Liang-1.46;anon-WO0153538.53;Chromatin decondensation factor 31
FBgn0023416	2L	21632587	21647964	22	Ac3	Ac3;CG1506;AC 3;DAC39E;DAC3;AC3;adenylate cyclase 3;ac3
FBgn0032956	2L	21658735	21663698	16	Cul2	FBgn0010507;CUL2;CG1512;Cul2;l(2)02074;DMcul-2;Cul-2;cul-2;Cullin2;Cullin 2;cul2;dCul2;Cullin-2
FBgn0032957	2L	21663806	21677530	57	CG2225	
FBgn0000559	2L	21677913	21682164	12	eEF2	Ef2b;Elongation factor 2b;EF2;CG2238;eEF2;clone 1.44;EF-2b;EF-2;anon-EST:Liang-1.44;Ef2;ef2b;eukaryotic translation elongation factor 2b;eF2;Elongation factor 2;EF2b;chr2L:21668915..21669164;ELONGATION FACTOR 2;EF2B;Ef2B
FBgn0051619	2L	21684106	21729051	72	nolo	FBgn0032958;FBgn0032959;FBgn0040517;CG31619;CG2131;CT6940;CG2122;CG13236
FBgn0086779	2L	21740041	21757466	27	step	FBgn0032960;FBgn0040518;FBgn0022057;FBgn0065842;CYH1;CG11628;cytohesin/GRP1;GRP1/cytohesin 1;CG11633;step;steppke;GPH;lethal (2) k08110;l(2)k08110;lethal (2) SH0323;l(2)SH0323;l(2)SH2 0323;General receptor for phosphoinositides 1;Grp1;Steppke;GRP1;general receptor for phosphoinositides-1;stepk;Step
FBgn0032961	2L	21758010	21761000	8	CG1416	
FBgn0051612	2L	21762314	21795447	6	CG31612	FBgn0032962;FBgn0032963;CG11632;CG11631
FBgn0032964	2L	21782046	21784065	1	CG11630	gi7302136
FBgn0003866	2L	21828593	21837011	2	tsh	FBgn0000058;FBgn0010570;FBgn0013543;T shirt;ae[l];ae;aeroplane;l(2)B4-2-12;l(2)04319;CG1374;Tsh;Teashirt;T-shirt;TSH
FBgn0032965	2L	21896666	21898289	1	CG11629	
FBgn0032966	2L	21902993	21903739	1	CG1421	FBgn0063085;BcDNA:LP11549
FBgn0032967	2L	21906289	21908319	1	CG1428	gi20129693;gi19527787
FBgn0283728	2L	21914269	21915358	8	CG31600	FBgn0051600;FBgn0043551;Dm.Tsp40A;Tetraspanin 40A;Tsp40A
FBgn0032968	2L	21916300	21920324	2	CG11634	FBgn0047350;BcDNA:AT09142
FBgn0032969	2L	21974749	21992933	4	CG2528	lincRNA.224
FBgn0051693	2L	22015190	22017334	2	CG31693	FBan0031693;FBgn0047305;BcDNA:GH25177
FBgn0028979	2L	22019208	22025734	4	tio	FBan0012630;FBgn0032970;tiptop;CG12630;Tio;Tiptop
FBgn0084001	2L	22037860	22039772	5	CG41434	FBan0041434;lincRNA.226
FBgn0051601	2L	22040727	22043877	8	CG31601	FBan0031601
FBgn0085202	2L	22053834	22054302	1	CG34173	
FBgn0260996	2L	22064604	22065343	1	CG42597	
FBgn0051702	2L	22071144	22072902	2	CG31702	FBan0031702
FBgn0032971	2L	22079632	22080738	1	ttm3	FBan0006691;CG6691
FBgn0051703	2L	22102626	22104401	2	CG31703	FBan0031703
FBgn0040519	2L	22104891	22105512	4	CG15219	FBan0015219;FBgn0063093;BcDNA:LP09525;cg15219
FBgn0032972	2L	22106862	22107304	1	CG10834	FBan0010834
FBgn0032973	2L	22108964	22110449	4	CG6675	FBan0006675
FBgn0032974	2L	22121338	22126614	8	CG3651	FBan0003651
FBgn0025674	2L	22124285	22130142	3	CycK	FBan0015218;FBgn0032975;cyclin K;CG15218;CyclinK
FBgn0261802	2L	22131221	22166221	58	CG42748	CG15216;CG6448;FBgn0032978;FBan0015216;FBgn0032976;FBan0006448;FBgn0032977;FBgn0044604;CG15216;CG15217;anon-WO0140519.28;CG6448
FBgn0083973	2L	22151623	22152640	1	dunk	CG34137;Dunk
FBgn0032979	2L	22165720	22169143	12	Clamp	FBan0001832;CG1832;CLAMP;chromatin-linked adaptor for MSL proteins;clamp
FBgn0032981	2L	22175415	22183991	6	CG3635	FBan0003635
FBgn0259683	2L	22189526	22214376	14	Ir40a	CG5922;CG5929;FBgn0032983;FBan0005922;FBgn0032982;FBan0005929;CG42352;IR40a;CG5922;CG5929;DmelIR40a;ionotropic receptor 40a
FBgn0032986	2L	22239916	22246988	5	CG3262	FBan0003262
FBgn0032987	2L	22247111	22247875	3	RpL21	FBan0012775;FBgn0026278;FBgn0064845;CG12775;anon-EST:Posey30;anon-EST:Posey18;BcDNA:RH06526;RPL21;Rp L21
FBgn0039972	2L	22308755	22368796	22	Marf1	FBan0017018;FBgn0039971;FBgn0063679;CG17410;BcDNA:RE40762;CG17018;MARF1
FBgn0064225	2L	22532279	22536884	16	RpL5	FBan0017489;FBgn0040008;FBgn0040061;CG17489;E-2d;yip6;ribosomal protein L5;Enhancer on chromosome 2, complementation group d;L5;yippee interacting protein 6;dRPL5;M(2)40B;Rpl5;Rp L5
FBgn0040009	2L	22537668	22540597	4	CG17490	FBan0017490
FBgn0040010	2L	22550064	22556295	3	CG17493	FBan0017493;FBgn0058016;CG40016;CentrinB
FBgn0040011	2L	22579072	22585843	4	Slmap	FBan0017494;CG17494;sarcolemma associated protein;slmap;Sarcolemma associated protein ortholog
FBgn0058006	2L	22622417	22756349	9	CG40006	FBan0040006;FBgn0047064;BcDNA:RE68569
FBgn0058439	2L	22797519	22798276	3	CG40439	FBan0040439
FBgn0041004	2L	22844220	22854541	27	CG17715	FBan0017715;FBgn0041003;FBgn0047070;FBgn0063069;CG18603;BcDNA:RE63764;BcDNA:RE07178
FBgn0002566	2L	22924795	22943135	43	lt	FBan0018028;FBgn0032992;Dm-lt(het);l(2)40Fb;pinkoid;pink-wing;CG18028;Lt;Vps41;vps41
FBgn0000384	2L	22981816	22992951	12	cta	FBan0017678;FBgn0058010;Cta;conc;mat(2)cta;CG40010;mat(2)fog;CG17678;Concertina;GNA12/13;Galpha[[12/13]] subunit;Galpha[[12/13]];Galpha
FBgn0250907	2L	22999574	23025915	15	Cht10	FBgn0022701;FBan0018140;FBgn0063117;FBgn0022703;CG18140;CG17682;chitinase-3;CG18140-PA3;Cht10;CHT3;DmCHT3;BcDNA:LP04696;chitinase-1;Cht1;CHT1;DmCHT1;Chitinase 1;Chitinase;Cht3;DmCHT10;chitinase 3;DmCht1;DmCht3;DmCht10;Chitinase 3
FBgn0086683	2L	23066874	23068386	7	Spf45	FBgn0040024;FBgn0062542;CG17540;RBM17;SPF45;spf-45;dSPF45;spf45;RNA binding motif protein 1;dRBM17
FBgn0039958	2L	23161122	23174484	16	CG12567	FBan0012567
FBgn0063368	2L	23311700	23312464	4	Gpb5	FBgn0058041;FBan0040041;CG40041;Dmbeta;GPB5;beta-glycoprotein-hormone-related;Glycoprotein hormone beta 5;gpb5;Glycoprotein hormone beta 5 ortholog;beta-glycoprotein-hormone-related-polypeptide
FBgn0267976	2L	23312465	23313578	4	Tim23	FBgn0063893;FBgn0043839;FBgn0062865;FBan0040042;FBgn0058042;CG40042;Tim23;LP07554;BEST:GH02609;BcDNA:SD19278
FBgn0284080	2R	854814	855571	2	CG46302	
FBgn0069969	2R	924636	951252	20	CG40498	FBan0040498
FBgn0003256	2R	1071462	1125927	35	rl	FBgn0005693;FBgn0039983;FBgn0042217;FBgn0047177;FBan0012559;ERK;MAPK;MAP-k;dpERK;CG12559;dERK;ERKA;D-ERK;MAP kinase;Erk MAP kinase;MAP-kinase;sevenmaker;dpErk;erk;dp-ERK;Erk;pERK;ERK-A;DERK;dpMAPK;CT39192;CT34260;mapk;EK2-1;DmERK-A;Dsor2;EY2-2;DmErk;Erk1;Mapk;DmMAPK;Erk/Map kinase;Sem;ERKa;Sevenmaker;DERK-A;Extracellular-signal-related kinase A;SR2-1;rll;Enhancer of seven in absentia 7;E(sina)7;rl/MAPK;DmERKA;l(2R)EMS45-39;GroupII;Extracellular-regulated kinase A;l(2)41Ac;Su(Raf)2B;ErkA;BcDNA:RE08694;CG18732;Drosophila ERK;mitogen-activated protein kinase;Rolled;roll;EC2-1;DpErk;extracellular signal-regulated kinase A;mitogen activated protein kinase;Rl;12559;extracellular signal-regulated kinase;RL;pMapK;MapK;ERK/rolled;Diphospho-ERK;dpERK1;DpERK;phospho-ERK;sem;SEM;pMAPK;rl/ERK;dpERk;dm-dpERK;Erk1/2;p-ERK;Extracellular signal-regulated kinase;dErk;Mitogen Activated Protein Kinase;DmERK;ERK1/2
FBgn0058191	2R	1264140	1267747	12	CG40191	FBgn0043801;FBgn0063162;FBan0040191;BEST:HL02313;BcDNA:LD12604
FBgn0267398	2R	1343403	1345119	4	Yeti	FBgn0058218;FBgn0063681;FBgn0043842;FBgn0002063;CG40218;l(2)41Aa;BEST:GH01620;BcDNA:RE36623;41Aa;l(2)EMS31;l(2R)EMS-31;GroupI;l(2R)B;lethal (2) 41Aa;YETI;BCNT
FBgn0262123	2R	1349392	1443935	12	l(2)41Ab	FBgn0002064;FBan0041265;FBgn0085586;FBgn0058214;FBgn0058334;CG40334;CG40214;CG41265;41Ab;l(2)EMS45-10;GroupI;l(2R)B;1(2R)B;CG40214;CG40334
FBgn0267861	2R	1512810	1527095	13	Maf1	FBan0040196;FBgn0058196;FBan0041604;FBgn0085814;CR41604;CG40196;dMaf1;CR41604
FBgn0039993	2R	1590484	1596457	13	CG17691	FBan0017691
FBgn0087011	2R	1649061	1778937	24	CG41520	FBan0041520;FBgn0085665;FBgn0058067;FBgn0039962;CG17443;CG40067;FBgn0058109;CG40109;CG40067;CG17443;CG40109
FBgn0263780	2R	1866080	2262115	19	CG17684	FBgn0058072;FBan0017684;FBgn0040017;CG40072;CG40260;FBgn0058260;CG40072;CG40260
FBgn0058263	2R	2494742	2565385	15	MFS17	FBgn0045791;FBan0040263;bs24e02.y1;BEST:LD07241;CG40263
FBgn0085638	2R	2770380	2846708	13	CG41378	FBan0041378
FBgn0020908	2R	2932595	2968052	10	Scp1	FBgn0039982;FBgn0063247;FBan0015848;calcium biding protein;Drosophila Ca[2+]-binding protein A.1;Dcabp-A.1;BcDNA:GH15296;CG15848;SCP;Sarcoplasmic calcium binding protein 1
FBgn0260995	2R	3066499	3191011	7	dpr21	CG42596;Dpr21
FBgn0085569	2R	3363857	3364402	2	CG41242	FBan0041242
FBgn0085512	2R	3647346	3647765	1	RYa	FBan0040733;CG40733;dRYamide;RYamide
FBgn0262124	2R	3900285	3949425	19	uex	FBgn0003946;FBgn0260994;CG40084;FBan0040084;FBgn0058084;CR41594;FBan0041594;FBgn0085809;FBgn0022281;CG40084;CR41594;CG42595;l(2)41Ad;41Ad;l(2)EMS34-7;EMS45-73;l(2R)EMS45-73;GroupIII;l(2R)A';IR3;l(2Rh)IR3;lethal (2) IR3;l(2)IR3
FBgn0046706	2R	4014111	4049342	5	Haspin	FBgn0058080;FBgn0063167;FBan0040080;CG40080;BcDNA:LD07633;haspin
FBgn0262115	2R	4130974	4133484	10	CG17683	FBgn0040002;FBan0017683;FBgn0067364;FBgn0067361;FBgn0067365;NC38;lethal (2) NC38;l(2)NC38;NC70;lethal (2) NC70;l(2)NC70;NC37;lethal (2) NC37;l(2)NC37;NAR1p;lop1
FBgn0262116	2R	4186835	4188127	4	RNASEK	FBgn0058127;FBan0040127;FBgn0027746;FBgn0063194;FBgn0067378;l(2)NC110;GM16138;anon-EST:Posey156;BcDNA:GM16138;NC110;lethal (2) NC110;dRNASEK;CG40127;ribonuclease kappa
FBgn0262117	2R	4235779	4242934	11	IntS3	FBgn0039997;FBan0017665;FBgn0067370;FBgn0067367;FBgn0022283;CG17665;NC19;lethal (2) NC19;l(2)NC19;NC28;lethal (2) NC28;l(2)NC28;IR23;l(2Rh)IR23;lethal (2) IR23;l(2)IR23;Int3
FBgn0260798	2R	4322295	4471060	31	Gprk1	FBan0040129;FBgn0004833;FBgn0058129;FBgn0023488;rhodopsin kinase;RK;gprk1;Gprk-1;GPRK1;CT4320;CG40129;Rok;Rhodopsin kinase
FBgn0040007	2R	4515388	4516458	2	RpL38	FBan0018001;FBgn0002066;FBgn0002601;FBgn0013538;FBgn0020393;FBgn0058278;FBgn0061397;CG18001;E-2b;Enhancer on chromosome 2, complementation group b;l(2)41Af;M(2)41A;41Ag;41Af;CG40278;Nipped;l(2)EMS45-72;GroupIV;l(2R)A';M(2)S2;Minute(2)41A;lethal(2)41Af;l(2)41Ag;M(2)S3;l(2)EMS4-72;l(2)41Ai;BcDNA:RE42506;Ribosomal protein 38;Rp L38
FBgn0046692	2R	4546691	4565281	5	Stlk	FBan0040293;FBgn0047227;FBgn0058293;CG40293;LD05623;BcDNA:LD05623;stlk;DmSTRADalpha;STRADalpha
