CDS_name	CDS_loc	length	gene_name
cv-2-PA	2R:complement(join(21356006..21357501,21357874..21358086,21358817..21358999,21359091..21359184,21363699..21363787,21366663..21366843));	2256	cv
CG17974-PA	2R:complement(join(21349055..21349307,21349367..21349611,21349672..21349821,21350304..21350435));	780	CG17974
CG9822-PA	2R:complement(join(21346929..21347190,21347260..21347654,21347712..21347846));	792	CG9822
CG30394-PA	2R:complement(join(21320161..21321756,21321812..21321948,21322009..21322157,21322218..21322456,21322508..21322882));	2496	CG30394
Panx-PA	2R:complement(21310447..21312072);	1626	Panx
CG9752-PA	2R:complement(join(21294435..21295210,21295267..21295522));	1032	CG9752
Sgf29-PA	2R:complement(join(21292314..21292757,21292827..21292984,21293037..21293265,21293321..21293359));	870	Sgf29
CG30392-PA	2R:complement(join(21291286..21291581,21291642..21291859,21291927..21292084));	672	CG30392
CG10505-PA	2R:complement(join(21285720..21286011,21286068..21287016,21287077..21287227,21287292..21289524,21289596..21289826,21290246..21290328));	3939	CG10505
CG30393-PA	2R:complement(21266451..21267515);	1065	CG30393
CG30391-PA	2R:complement(21265229..21266245);	1017	CG30391
ASPP-PA	2R:complement(join(21218950..21218994,21219099..21219301,21219375..21219592,21219673..21221747,21221820..21222040,21223017..21223284,21238841..21238873));	3063	ASPP
ASPP-PB	2R:complement(join(21218950..21218994,21219099..21219301,21219375..21219592,21219673..21221747,21221820..21222040,21223017..21223284,21223607..21223786));	3210	ASPP
ASPP-PC	2R:complement(join(21218872..21218994,21219099..21219301,21219375..21219592,21219673..21221747,21221820..21222040,21223017..21223284,21238841..21238873));	3141	ASPP
Ugt49C1-PA	2R:complement(join(21215519..21215908,21215971..21216449,21216506..21216967,21217016..21217174,21217237..21217339));	1593	Ugt49C1
Ugt49B1-PA	2R:complement(join(21212968..21213638,21213706..21214371,21214427..21214685,21214903..21214905));	1599	Ugt49B1
CG4286-PA	2R:complement(join(21177816..21178133,21178196..21178537));	660	CG4286
CG4266-PA	2R:complement(join(21162256..21163151,21163366..21163695,21163754..21164239,21164300..21165043,21165559..21165874,21166730..21166834,21166890..21167042,21167596..21168183,21168432..21168461));	3648	CG4266
CG4266-PB	2R:complement(join(21162256..21163151,21163366..21163695,21163754..21164239,21164300..21165043,21165559..21165874,21166730..21166834,21166890..21167042,21167172..21167444,21167596..21168183,21168432..21168461));	3921	CG4266
CG4266-PD	2R:complement(join(21162256..21163151,21163366..21163695,21163754..21164239,21164300..21165043,21165559..21165874,21166730..21166834,21166899..21167042,21167596..21168183,21168432..21168461));	3639	CG4266
CG4266-PC	2R:complement(join(21164954..21165043,21166730..21166834,21166890..21167042,21167172..21167444,21167596..21168183,21168432..21168461));	1239	CG4266
CG30389-PA	2R:complement(join(21149341..21149945,21150009..21150201,21150265..21150923,21150983..21151084,21153885..21154166,21154715..21155337,21155404..21155530,21155605..21155731,21155793..21155937,21156864..21156943));	2943	CG30389
CG30389-PE	2R:complement(join(21149341..21149945,21150009..21150201,21150265..21150923,21150983..21151084,21153885..21154166,21154544..21155337,21155404..21155530,21155605..21155731,21155793..21155937,21156864..21156943));	3114	CG30389
CG30389-PF	2R:complement(join(21149254..21149945,21150009..21150201,21150265..21150923,21150983..21151084,21153885..21154166,21154715..21155337,21155404..21155530,21155605..21155731,21155793..21155937,21156864..21156943));	3030	CG30389
CG15657-PA	2R:complement(join(21147714..21147970,21148030..21148114));	342	CG15657
Magi-PA	2R:complement(join(21129875..21130308,21130365..21130590,21130649..21132662,21132728..21132914,21138226..21138973));	3609	Magi
Tmtc3-PA	2R:complement(join(21124118..21125002,21125063..21125844,21125906..21127019));	2781	Tmtc3
CG4038-PA	2R:complement(join(21096127..21096269,21096327..21096707,21097042..21097231));	714	CG4038
Rbpn-5-PA	2R:complement(join(21088683..21088991,21089055..21089171,21089230..21089365,21089430..21090214,21090270..21090811,21090872..21090926));	1944	Rbpn
Sara-PA	2R:join(21482225..21483043,21483193..21484657,21484722..21485000,21485064..21486087,21486144..21486270,21486331..21486495,21486553..21486705);	4032	Sara
Egfr-PA	2R:join(21523089..21523242,21554830..21555052,21555189..21556363,21556431..21556563,21556634..21559082);	4134	Egfr
Egfr-PB	2R:join(21547591..21547891,21554830..21555052,21555189..21556363,21556431..21556563,21556634..21559082);	4281	Egfr
CG30222-PE	2R:join(21583584..21583615,21583679..21583738,21583796..21584201,21584258..21584326,21584387..21584750,21584804..21584991);	1119	CG30222
CG30222-PF	2R:join(21583584..21583615,21583679..21583738,21583796..21584201,21584258..21584335);	576	CG30222
CG30222-PG	2R:join(21583571..21583611,21583679..21583738,21583796..21584201,21584258..21584326,21584387..21584750,21584804..21584991);	1128	CG30222
CG33225-PB	2R:join(21590447..21590669,21590731..21590773,21590831..21591000,21591057..21591499);	879	CG33225
CG33225-PC	2R:join(21590340..21590390,21590453..21590669,21590731..21590773,21590831..21591000,21591057..21591499);	924	CG33225
mahj-PA	2R:join(21625196..21625605,21625665..21625815,21625938..21626756,21626816..21627088,21627154..21629277,21629346..21629466,21629531..21629628,21629691..21630053,21630487..21630547,21630606..21630815,21630873..21630877);	4635	mahj
CG15674-PA	2R:join(21632286..21632474,21632965..21633309,21633367..21634170);	1338	CG15674
CG10321-PA	2R:21635404..21637911;	2508	CG10321
CG10321-PB	2R:21635404..21637971;	2568	CG10321
CG10082-PA	2R:join(21650226..21650792,21652437..21652563,21654775..21654907,21654970..21655046,21655121..21655502,21655592..21656307,21656367..21657073);	2709	CG10082
CG10082-PB	2R:join(21654060..21654063,21654775..21654907,21654970..21655046,21655121..21655502,21655592..21656307,21656367..21657073);	2019	CG10082
ND-B12-PA	2R:join(21658353..21658480,21658540..21658744);	333	ND
NC2alpha-PA	2R:join(21670247..21670288,21670496..21671479);	1026	NC2alpha
CG15676-PA	2R:21671729..21672277;	549	CG15676
stum-PB	2R:join(21676515..21677326,21677389..21677856,21677925..21680515,21680576..21681131,21683381..21684025,21684085..21684190,21684253..21684379,21684442..21684636,21684701..21684813);	5613	stum
stum-PE	2R:join(21682372..21682460,21683381..21684025,21684085..21684190,21684253..21684379,21684442..21684636,21684701..21684813);	1275	stum
eIF3k-PA	2R:join(21685376..21685446,21685513..21686110);	669	eIF3k
CG10307-PA	2R:join(21689043..21689222,21689284..21689868,21689927..21690187);	1026	CG10307
Ppcdc-PA	2R:join(21691996..21692170,21692235..21692374,21692432..21692692);	576	Ppcdc
HmgZ-PB	2R:complement(join(21698122..21698304,21698388..21698540));	336	HmgZ
Tim10-PB	2R:complement(join(21690347..21690474,21690638..21690788));	279	Tim10
CG30285-PA	2R:complement(join(21688104..21688390,21688459..21688510));	339	CG30285
PIG-M-PA	2R:complement(21667588..21668988);	1401	PIG
pirk-PA	2R:complement(21661324..21661917);	594	pirk
Rae1-PA	2R:complement(join(21658843..21659475,21659525..21659932));	1041	Rae1
CG30284-PA	2R:complement(21650862..21651923);	1062	CG30284
CG30284-PB	2R:complement(join(21650862..21651424,21651509..21651923));	978	CG30284
PTP-ER-PA	2R:complement(join(21620047..21621273,21621331..21624237));	4134	PTP
clt-PA	2R:complement(join(21617109..21618390,21618454..21618677,21618737..21618862,21618916..21618972));	1689	clt
CG18870-PA	2R:complement(join(21615594..21615737,21615805..21616586,21616646..21616727));	1008	CG18870
CG15673-PC	2R:complement(join(21608654..21609066,21609779..21609958,21612783..21612804));	615	CG15673
CG10433-PA	2R:complement(join(21606072..21606193,21606468..21606617,21606681..21606792));	384	CG10433
CG10433-PB	2R:complement(join(21606326..21606360,21606468..21606617,21606681..21606792));	297	CG10433
twz-PA	2R:complement(join(21561158..21561591,21561794..21562281,21562544..21562638));	1017	twz
twz-PB	2R:complement(join(21561158..21561591,21561794..21562281,21562544..21562651,21570762..21570824,21571417..21571427));	1104	twz
CG30283-PB	2R:complement(join(21539584..21539996,21540054..21540193,21540248..21540290,21540348..21540573));	822	CG30283
CG33226-PC	2R:complement(join(21538250..21538668,21538723..21538901,21538959..21539001,21539056..21539293));	879	CG33226
CG30287-PA	2R:complement(join(21536980..21537386,21537440..21537615,21537668..21537716,21537779..21538001));	855	CG30287
CG30286-PB	2R:complement(join(21535775..21536181,21536245..21536423,21536482..21536527,21536583..21536784));	834	CG30286
CG30286-PC	2R:complement(join(21536213..21536423,21536482..21536527,21536583..21536784));	459	CG30286
CG30289-PA	2R:complement(join(21520611..21521119,21521178..21521402,21521617..21521833));	951	CG30289
CG30288-PC	2R:complement(join(21519335..21519747,21519815..21519981,21520039..21520081,21520144..21520369));	849	CG30288
CG10494-PB	2R:complement(join(21517257..21517921,21517981..21518397,21518457..21518709));	1335	CG10494
CG10494-PA	2R:complement(join(21517257..21517921,21517981..21518397,21518457..21518870,21518930..21519005));	1572	CG10494
TAF1C-like-PA	2R:complement(21499017..21501545);	2529	TAF1C
Fkbp14-PA	2R:complement(join(21487666..21487845,21488019..21488206,21488273..21488361,21495131..21495324));	651	Fkbp14
Fkbp14-PD	2R:complement(join(21487666..21487845,21488007..21488206,21488273..21488361,21495131..21495324));	663	Fkbp14
Sdc-PA	2R:complement(join(21394563..21394735,21394878..21395045,21398065..21398583,21399175..21399313,21412311..21412418,21480091..21480183));	1200	Sdc
Sdc-PB	2R:complement(join(21394563..21394735,21394878..21395045,21399175..21399313,21412311..21412418,21480091..21480183));	681	Sdc
Sdc-PD	2R:complement(join(21394563..21394735,21394878..21395045,21398065..21398580,21399175..21399313,21412311..21412418,21480091..21480183));	1197	Sdc
Sdc-PG	2R:complement(join(21394563..21394735,21394878..21394932));	228	Sdc
Sdc-PH	2R:complement(join(21394563..21394735,21394878..21395045,21398065..21398524));	801	Sdc
Sdc-PI	2R:complement(join(21394563..21394735,21394878..21395045,21398065..21398580,21398887..21399313,21412311..21412418,21480091..21480183));	1485	Sdc
Sdc-PJ	2R:complement(join(21394563..21394735,21394878..21395045,21398065..21398583,21398887..21399313,21412311..21412418,21480091..21480183));	1488	Sdc
Sdc-PK	2R:complement(join(21394563..21394735,21394878..21395045,21398887..21399313,21412311..21412418,21480091..21480183));	969	Sdc
Sdc-PL	2R:complement(join(21394536..21394735,21394878..21395045,21398065..21398583,21399175..21399313,21412311..21412418,21480091..21480183));	1227	Sdc
HmgD-PA	2R:join(21715468..21715617,21715692..21715880);	339	HmgD
CG30398-PA	2R:21717931..21718734;	804	CG30398
LBR-PB	2R:join(21720977..21721327,21721858..21723657);	2151	LBR
LBR-PC	2R:join(21720902..21721327,21721858..21723657);	2226	LBR
Grx1t-PA	2R:21757491..21757841;	351	Grx1t
CG30395-PB	2R:join(21765539..21765685,21765748..21765906,21766001..21766048,21766104..21766235,21766292..21766396,21766492..21766578,21766636..21766767,21766824..21766928,21766982..21767053,21767110..21767241,21767298..21767402,21767469..21767555,21767612..21767734,21767791..21767895,21768001..21768084,21768157..21768204,21768265..21768351,21768486..21768578,21768638..21768670,21768720..21768833,21768894..21768920,21768975..21769079,21769137..21769226,21769289..21769315,21769371..21769433,21769566..21769706,21769767..21769904,21769966..21770097);	2721	CG30395
CG4021-PA	2R:join(21773398..21773566,21773626..21773747,21773809..21774167,21774251..21774322,21774430..21774518,21774590..21774738);	960	CG4021
CG9294-PB	2R:join(21860851..21861579,21861635..21861964);	1059	CG9294
CG13488-PA	2R:join(21951759..21951770,21951844..21952404);	573	CG13488
CG13488-PC	2R:join(21951627..21951770,21951844..21952404);	705	CG13488
CG13488-PB	2R:join(21951627..21951662,21951844..21952404);	597	CG13488
CG9304-PA	2R:join(21973131..21973870,21974174..21974750,21974804..21974874,21974939..21975228,21975289..21975524);	1914	CG9304
Gr58c-PA	2R:join(21976662..21977723,21977781..21977957);	1239	Gr58c
Gr58a-PA	2R:join(21979860..21980879,21980932..21981099);	1188	Gr58a
dany-PA	2R:complement(join(21985762..21986387,21986443..21986644));	828	dany
Gr58b-PA	2R:complement(join(21978389..21978601,21978659..21979672));	1227	Gr58b
CG13494-PA	2R:complement(21954410..21954772);	363	CG13494
PpN58A-PA	2R:complement(21881474..21882448);	975	PpN58A
comr-PA	2R:complement(21864991..21866793);	1803	comr
CG4372-PA	2R:complement(21837605..21838798);	1194	CG4372
CG4377-PA	2R:complement(join(21835496..21835825,21835890..21836044,21836103..21836313));	696	CG4377
CG4363-PA	2R:complement(join(21834299..21834559,21834622..21834773,21834843..21835029));	600	CG4363
CG13492-PD	2R:complement(join(21820844..21822406,21822473..21822588,21822655..21827709,21827782..21828919,21828990..21829999,21831291..21831348));	8940	CG13492
CG4386-PA	2R:complement(join(21799648..21799965,21800031..21800831));	1119	CG4386
CG18735-PA	2R:complement(21798072..21799166);	1095	CG18735
Loxl2-PA	2R:complement(join(21789787..21790004,21790060..21790217,21790292..21791237,21791338..21791551));	1536	Loxl2
Tango11-PA	2R:complement(join(21717418..21717696,21719081..21719635));	834	Tango11
Tango11-PC	2R:complement(join(21717418..21717696,21717756..21717758));	282	Tango11
CG30403-PB	2R:complement(join(21710109..21710669,21711121..21711468));	909	CG30403
CG9308-PA	2R:22034921..22035532;	612	CG9308
GlcT-PA	2R:22076350..22077672;	1323	GlcT
Synj-PB	2R:join(22081180..22082637,22082705..22084903);	3657	Synj
Plekhm1-PA	2R:join(22103252..22103381,22103442..22103941,22104077..22104778,22104832..22104995,22105052..22105574,22105646..22105789);	2163	Plekhm1
CG30281-PA	2R:join(22115011..22115123,22115178..22115248,22115325..22115832,22115889..22116072);	876	CG30281
mei-S332-PA	2R:join(22122998..22123474,22123536..22124264);	1206	mei
NtR-PA	2R:join(22127855..22128176,22128282..22128413,22128473..22128625,22128694..22128881,22128954..22129485,22129551..22129691,22129764..22129930,22129991..22130113);	1758	NtR
NtR-PB	2R:join(22127855..22128176,22128282..22128413,22128473..22128625,22128715..22128881,22128954..22129485,22129551..22129691,22129764..22129930,22129991..22130113);	1737	NtR
CG11269-PA	2R:22138942..22139265;	324	CG11269
gom-PA	2R:join(22140148..22140193,22140262..22140591,22140641..22141182);	918	gom
CG6758-PA	2R:join(22175137..22175317,22175376..22176757,22176815..22177255);	2004	CG6758
CG11275-PA	2R:22181276..22182529;	1254	CG11275
MED16-PA	2R:22183211..22185667;	2457	MED16
Vps35-PB	2R:join(22186261..22186320,22186517..22186706,22186768..22187501,22187560..22187795,22187852..22188190,22188245..22188808,22188868..22189051,22189114..22189275);	2469	Vps35
Vps35-PA	2R:join(22186092..22186094,22186517..22186706,22186768..22187501,22187560..22187795,22187852..22188190,22188245..22188808,22188868..22189051,22189114..22189275);	2412	Vps35
CG11291-PA	2R:join(22211441..22212183,22212238..22212421);	927	CG11291
ari-2-PA	2R:join(22213441..22213519,22214882..22216185,22216246..22216392);	1530	ari
dve-PA	2R:join(22244682..22244747,22262765..22263443,22280667..22280876,22280990..22281219,22283348..22285077,22285201..22285360);	3075	dve
dve-PB	2R:join(22270935..22270947,22280667..22280876,22280990..22281219,22283348..22285077,22285201..22285360);	2343	dve
Oatp58Dc-PA	2R:complement(join(22223803..22223977,22224032..22224483,22224545..22225407,22225914..22226246,22226317..22226546,22226625..22226941));	2370	Oatp58Dc
Oatp58Db-PB	2R:complement(join(22221192..22221375,22221432..22222599,22222660..22222980,22223040..22223269,22223325..22223464));	2043	Oatp58Db
Oatp58Da-PA	2R:complement(join(22218523..22218697,22218756..22219066,22219125..22219966,22220030..22220344,22220398..22220627,22220683..22220864));	2055	Oatp58Da
CG30278-PA	2R:complement(join(22217518..22217988,22218041..22218397));	828	CG30278
Alp8-PA	2R:complement(join(22209002..22209504,22209563..22210256,22210319..22210723));	1602	Alp8
Alp7-PA	2R:complement(join(22203732..22203919,22203985..22205005,22205070..22205419,22205478..22205550));	1632	Alp7
Swim-PB	2R:complement(join(22190360..22190503,22190582..22191567,22191662..22191827));	1296	Swim
CG11170-PB	2R:complement(22177441..22178487);	1047	CG11170
CG3045-PA	2R:complement(join(22172874..22172950,22173007..22173567,22173626..22174111,22174168..22174259,22174316..22174599));	1500	CG3045
GM130-PA	2R:complement(join(22124760..22125581,22125641..22126153,22126209..22127204,22127306..22127362));	2388	GM130
CG11073-PA	2R:complement(join(22091635..22092059,22092142..22094787,22098982..22099081));	3171	CG11073
CG11073-PC	2R:complement(join(22091635..22092059,22092142..22094043,22094524..22094787,22098982..22099081));	2691	CG11073
CG11073-PB	2R:complement(join(22091635..22092059,22092142..22092717,22094524..22094787,22098982..22099081));	1365	CG11073
